796.00000	19
795.90317	18
795.80634	19
795.70952	20
795.61269	20
795.51586	22
795.41903	21
795.32220	17
795.22538	20
795.12855	20
795.03172	19
794.93489	24
794.83806	19
794.74124	21
794.64441	22
794.54758	19
794.45075	18
794.35392	22
794.25710	18
794.16027	21
794.06344	20
793.96661	25
793.86978	20
793.77295	22
793.67613	23
793.57930	21
793.48247	25
793.38564	23
793.28881	18
793.19199	17
793.09516	23
792.99833	22
792.90150	18
792.80467	25
792.70785	23
792.61102	20
792.51419	24
792.41736	24
792.32053	21
792.22371	25
792.12688	21
792.03005	20
791.93322	25
791.83639	24
791.73957	19
791.64274	24
791.54591	24
791.44908	25
791.35225	24
791.25543	22
791.15860	24
791.06177	23
790.96494	25
790.86811	22
790.77129	21
790.67446	22
790.57763	25
790.48080	25
790.38397	23
790.28715	28
790.19032	25
790.09349	24
789.99666	25
789.89983	25
789.80301	27
789.70618	29
789.60935	27
789.51252	27
789.41569	27
789.31886	30
789.22204	28
789.12521	27
789.02838	27
788.93155	26
788.83472	29
788.73790	29
788.64107	31
788.54424	25
788.44741	26
788.35058	29
788.25376	29
788.15693	30
788.06010	29
787.96327	30
787.86644	33
787.76962	30
787.67279	31
787.57596	29
787.47913	31
787.38230	32
787.28548	31
787.18865	27
787.09182	28
786.99499	31
786.89816	31
786.80134	29
786.70451	30
786.60768	30
786.51085	31
786.41402	32
786.31720	32
786.22037	31
786.12354	31
786.02671	35
785.92988	37
785.83306	32
785.73623	34
785.63940	33
785.54257	34
785.44574	31
785.34891	35
785.25209	33
785.15526	34
785.05843	38
784.96160	35
784.86477	39
784.76795	31
784.67112	36
784.57429	36
784.47746	36
784.38063	35
784.28381	38
784.18698	39
784.09015	34
783.99332	35
783.89649	37
783.79967	37
783.70284	35
783.60601	35
783.50918	39
783.41235	42
783.31553	40
783.21870	36
783.12187	35
783.02504	37
782.92821	41
782.83139	37
782.73456	42
782.63773	38
782.54090	39
782.44407	40
782.34725	39
782.25042	34
782.15359	39
782.05676	40
781.95993	39
781.86311	45
781.76628	37
781.66945	44
781.57262	39
781.47579	39
781.37896	44
781.28214	40
781.18531	40
781.08848	41
780.99165	37
780.89482	38
780.79800	43
780.70117	43
780.60434	39
780.50751	42
780.41068	45
780.31386	45
780.21703	45
780.12020	42
780.02337	45
779.92654	43
779.82972	46
779.73289	43
779.63606	43
779.53923	41
779.44240	42
779.34558	47
779.24875	45
779.15192	45
779.05509	47
778.95826	43
778.86144	44
778.76461	42
778.66778	42
778.57095	46
778.47412	48
778.37730	42
778.28047	43
778.18364	45
778.08681	40
777.98998	46
777.89316	44
777.79633	42
777.69950	44
777.60267	40
777.50584	46
777.40902	45
777.31219	40
777.21536	43
777.11853	43
777.02170	42
776.92487	42
776.82805	40
776.73122	48
776.63439	45
776.53756	42
776.44073	45
776.34391	46
776.24708	46
776.15025	45
776.05342	46
775.95659	43
775.85977	43
775.76294	44
775.66611	43
775.56928	46
775.47245	42
775.37563	42
775.27880	42
775.18197	42
775.08514	44
774.98831	39
774.89149	41
774.79466	40
774.69783	42
774.60100	42
774.50417	39
774.40735	46
774.31052	40
774.21369	47
774.11686	43
774.02003	37
773.92321	41
773.82638	41
773.72955	44
773.63272	44
773.53589	44
773.43907	41
773.34224	42
773.24541	41
773.14858	43
773.05175	41
772.95492	40
772.85810	41
772.76127	39
772.66444	42
772.56761	42
772.47078	40
772.37396	42
772.27713	40
772.18030	44
772.08347	43
771.98664	37
771.88982	42
771.79299	40
771.69616	37
771.59933	39
771.50250	40
771.40568	41
771.30885	38
771.21202	38
771.11519	37
771.01836	40
770.92154	39
770.82471	40
770.72788	40
770.63105	41
770.53422	40
770.43740	41
770.34057	40
770.24374	38
770.14691	39
770.05008	40
769.95326	37
769.85643	38
769.75960	36
769.66277	40
769.56594	40
769.46912	39
769.37229	38
769.27546	41
769.17863	38
769.08180	37
768.98497	34
768.88815	38
768.79132	37
768.69449	40
768.59766	39
768.50083	39
768.40401	38
768.30718	38
768.21035	35
768.11352	41
768.01669	36
767.91987	36
767.82304	37
767.72621	37
767.62938	37
767.53255	36
767.43573	36
767.33890	38
767.24207	38
767.14524	36
767.04841	38
766.95159	40
766.85476	39
766.75793	32
766.66110	35
766.56427	39
766.46745	36
766.37062	38
766.27379	38
766.17696	38
766.08013	34
765.98331	35
765.88648	34
765.78965	38
765.69282	37
765.59599	34
765.49917	35
765.40234	34
765.30551	38
765.20868	34
765.11185	36
765.01503	37
764.91820	32
764.82137	35
764.72454	38
764.62771	33
764.53088	36
764.43406	36
764.33723	35
764.24040	36
764.14357	36
764.04674	39
763.94992	33
763.85309	33
763.75626	34
763.65943	40
763.56260	34
763.46578	35
763.36895	36
763.27212	37
763.17529	30
763.07846	33
762.98164	36
762.88481	34
762.78798	37
762.69115	37
762.59432	38
762.49750	36
762.40067	35
762.30384	34
762.20701	34
762.11018	36
762.01336	34
761.91653	35
761.81970	33
761.72287	37
761.62604	34
761.52922	34
761.43239	34
761.33556	37
761.23873	34
761.14190	35
761.04508	32
760.94825	35
760.85142	35
760.75459	31
760.65776	33
760.56093	33
760.46411	33
760.36728	31
760.27045	31
760.17362	36
760.07679	32
759.97997	33
759.88314	36
759.78631	34
759.68948	34
759.59265	34
759.49583	37
759.39900	36
759.30217	32
759.20534	35
759.10851	33
759.01169	35
758.91486	32
758.81803	36
758.72120	34
758.62437	35
758.52755	35
758.43072	29
758.33389	37
758.23706	34
758.14023	34
758.04341	31
757.94658	31
757.84975	33
757.75292	29
757.65609	33
757.55927	38
757.46244	39
757.36561	36
757.26878	34
757.17195	34
757.07513	38
756.97830	32
756.88147	31
756.78464	32
756.68781	36
756.59098	34
756.49416	34
756.39733	34
756.30050	36
756.20367	34
756.10684	32
756.01002	34
755.91319	33
755.81636	36
755.71953	34
755.62270	36
755.52588	30
755.42905	31
755.33222	34
755.23539	34
755.13856	35
755.04174	32
754.94491	34
754.84808	33
754.75125	33
754.65442	30
754.55760	33
754.46077	34
754.36394	33
754.26711	33
754.17028	35
754.07346	37
753.97663	32
753.87980	35
753.78297	33
753.68614	33
753.58932	34
753.49249	31
753.39566	35
753.29883	34
753.20200	27
753.10518	32
753.00835	33
752.91152	36
752.81469	32
752.71786	31
752.62104	30
752.52421	32
752.42738	30
752.33055	33
752.23372	32
752.13689	35
752.04007	33
751.94324	33
751.84641	33
751.74958	33
751.65275	35
751.55593	32
751.45910	29
751.36227	28
751.26544	35
751.16861	28
751.07179	28
750.97496	32
750.87813	34
750.78130	29
750.68447	31
750.58765	31
750.49082	33
