795.00000	157
794.90727	159
794.81454	153
794.72180	154
794.62907	168
794.53634	150
794.44361	162
794.35088	152
794.25815	156
794.16541	158
794.07268	164
793.97995	158
793.88722	152
793.79449	159
793.70175	151
793.60902	163
793.51629	166
793.42356	153
793.33083	156
793.23810	162
793.14536	159
793.05263	166
792.95990	146
792.86717	153
792.77444	155
792.68170	154
792.58897	143
792.49624	158
792.40351	155
792.31078	158
792.21805	149
792.12531	144
792.03258	162
791.93985	157
791.84712	160
791.75439	154
791.66165	163
791.56892	155
791.47619	158
791.38346	162
791.29073	168
791.19799	155
791.10526	159
791.01253	167
790.91980	159
790.82707	147
790.73434	159
790.64160	158
790.54887	164
790.45614	170
790.36341	147
790.27068	151
790.17794	161
790.08521	158
789.99248	144
789.89975	162
789.80702	147
789.71429	163
789.62155	158
789.52882	163
789.43609	155
789.34336	167
789.25063	154
789.15789	159
789.06516	146
788.97243	155
788.87970	149
788.78697	151
788.69424	164
788.60150	147
788.50877	155
788.41604	155
788.32331	174
788.23058	167
788.13784	156
788.04511	156
787.95238	162
787.85965	164
787.76692	155
787.67419	161
787.58145	163
787.48872	155
787.39599	163
787.30326	168
787.21053	159
787.11779	155
787.02506	160
786.93233	173
786.83960	172
786.74687	167
786.65414	160
786.56140	165
786.46867	166
786.37594	163
786.28321	172
786.19048	164
786.09774	184
786.00501	174
785.91228	166
785.81955	169
785.72682	164
785.63409	163
785.54135	176
785.44862	175
785.35589	183
785.26316	173
785.17043	177
785.07769	174
784.98496	174
784.89223	175
784.79950	175
784.70677	177
784.61404	174
784.52130	184
784.42857	180
784.33584	181
784.24311	189
784.15038	179
784.05764	182
783.96491	177
783.87218	185
783.77945	183
783.68672	180
783.59398	186
783.50125	187
783.40852	198
783.31579	186
783.22306	179
783.13033	187
783.03759	193
782.94486	193
782.85213	189
782.75940	183
782.66667	189
782.57393	190
782.48120	192
782.38847	182
782.29574	197
782.20301	192
782.11028	200
782.01754	195
781.92481	190
781.83208	186
781.73935	199
781.64662	194
781.55388	193
781.46115	203
781.36842	202
781.27569	197
781.18296	199
781.09023	190
780.99749	200
780.90476	204
780.81203	198
780.71930	201
780.62657	205
780.53383	199
780.44110	213
780.34837	195
780.25564	205
780.16291	197
780.07018	202
779.97744	198
779.88471	195
779.79198	197
779.69925	199
779.60652	196
779.51378	196
779.42105	211
779.32832	197
779.23559	199
779.14286	199
779.05013	201
778.95739	197
778.86466	198
778.77193	191
778.67920	200
778.58647	194
778.49373	195
778.40100	203
778.30827	202
778.21554	207
778.12281	189
778.03008	194
777.93734	198
777.84461	209
777.75188	200
777.65915	196
777.56642	194
777.47368	204
777.38095	201
777.28822	199
777.19549	199
777.10276	200
777.01003	190
776.91729	202
776.82456	189
776.73183	208
776.63910	198
776.54637	205
776.45363	200
776.36090	198
776.26817	198
776.17544	198
776.08271	190
775.98997	197
775.89724	199
775.80451	186
775.71178	193
775.61905	203
775.52632	197
775.43358	204
775.34085	195
775.24812	190
775.15539	193
775.06266	190
774.96992	195
774.87719	204
774.78446	195
774.69173	193
774.59900	197
774.50627	194
774.41353	197
774.32080	198
774.22807	205
774.13534	193
774.04261	196
773.94987	199
773.85714	191
773.76441	198
773.67168	196
773.57895	192
773.48622	196
773.39348	191
773.30075	196
773.20802	207
773.11529	196
773.02256	204
772.92982	196
772.83709	192
772.74436	203
772.65163	181
772.55890	192
772.46617	193
772.37343	189
772.28070	197
772.18797	192
772.09524	180
772.00251	183
771.90977	188
771.81704	192
771.72431	182
771.63158	194
771.53885	185
771.44612	193
771.35338	189
771.26065	192
771.16792	192
771.07519	197
770.98246	192
770.88972	185
770.79699	181
770.70426	185
770.61153	186
770.51880	188
770.42607	183
770.33333	189
770.24060	186
770.14787	191
770.05514	198
769.96241	185
769.86967	176
769.77694	180
769.68421	179
769.59148	185
769.49875	178
769.40602	183
769.31328	178
769.22055	174
769.12782	175
769.03509	185
768.94236	172
768.84962	181
768.75689	183
768.66416	174
768.57143	178
768.47870	185
768.38596	171
768.29323	170
768.20050	169
768.10777	187
768.01504	177
767.92231	172
767.82957	164
767.73684	172
767.64411	178
767.55138	181
767.45865	171
767.36591	167
767.27318	163
767.18045	178
767.08772	169
766.99499	159
766.90226	154
766.80952	172
766.71679	164
766.62406	149
766.53133	173
766.43860	164
766.34586	156
766.25313	159
766.16040	155
766.06767	149
765.97494	161
765.88221	156
765.78947	157
765.69674	154
765.60401	154
765.51128	147
765.41855	138
765.32581	147
765.23308	157
765.14035	157
765.04762	143
764.95489	152
764.86216	152
764.76942	148
764.67669	144
764.58396	154
764.49123	153
764.39850	142
764.30576	148
764.21303	154
764.12030	140
764.02757	147
763.93484	138
763.84211	143
763.74937	142
763.65664	135
763.56391	141
763.47118	140
763.37845	131
763.28571	139
763.19298	137
763.10025	142
763.00752	127
762.91479	132
762.82206	144
762.72932	130
762.63659	140
762.54386	136
762.45113	137
762.35840	144
762.26566	132
762.17293	136
762.08020	136
761.98747	150
761.89474	133
761.80201	127
761.70927	139
761.61654	137
761.52381	123
761.43108	143
761.33835	133
761.24561	126
761.15288	134
761.06015	134
760.96742	128
760.87469	125
760.78195	133
760.68922	131
760.59649	143
760.50376	130
760.41103	129
760.31830	122
760.22556	137
760.13283	129
760.04010	126
759.94737	124
759.85464	123
759.76190	127
759.66917	124
759.57644	121
759.48371	124
759.39098	123
759.29825	128
759.20551	121
759.11278	127
759.02005	116
758.92732	124
758.83459	121
758.74185	126
758.64912	126
758.55639	126
758.46366	125
758.37093	126
758.27820	129
758.18546	128
758.09273	132
758.00000	116
